x,y
37.454011884736246,167.59971090717966
95.07143064099162,347.2445905014012
73.1993941811405,315.3587948146126
59.86584841970366,219.19726163055137
15.601864044243651,171.51310379245717
15.599452033620265,141.17760174823994
5.8083612168199465,158.01732867303267
86.61761457749351,308.16395141988176
60.11150117432088,266.14045589527444
70.80725777960456,275.3287201476674
2.0584494295802447,101.1432075962887
96.99098521619943,353.25027646640376
83.24426408004217,330.44456182464404
21.233911067827616,101.09656696772865
18.182496720710063,205.10263985059973
18.34045098534338,68.47975358437755
30.42422429595377,147.5689186390675
52.475643163223786,227.2670385006797
43.194501864211574,225.1423453929371
29.122914019804192,238.38402195427932
61.18528947223795,175.6489133047295
13.949386065204184,113.75082554105484
29.214464853521815,84.54914842501785
36.63618432936917,192.9060946306517
45.606998421703594,225.32090518525885
78.51759613930136,362.4791268212751
19.967378215835975,154.9374608043819
51.42344384136116,271.9953273677439
59.24145688620425,272.39421321423123
4.645041271999773,93.50408015924661
60.75448519014384,193.266330586007
17.052412368729154,154.07251530623276
6.505159298527952,54.18391914266215
94.88855372533332,391.1085393974051
96.56320330745594,334.66540640212236
80.83973481164611,351.82475305417296
30.46137691733707,156.17409672633258
9.767211400638388,135.6035789259026
68.42330265121569,279.7682263154461
44.01524937396013,208.16406065057907
12.203823484477883,112.50873800154137
49.51769101112702,240.12237981887006
3.4388521115218396,70.06406134673023
90.9320402078782,277.011483125614
25.87799816000169,216.40287050086843
66.2522284353982,295.88443166141076
31.171107608941096,180.66919269615124
52.00680211778108,299.29533746125367
54.67102793432797,225.5371720274975
18.485445552552704,201.24474755086806
96.95846277645586,349.70092553203426
77.51328233611146,251.14839959415033
93.9498941564189,411.7625400648516
89.48273504276489,364.9254119661961
59.78999788110851,244.43990865046555
92.18742350231169,360.72255540391234
8.84925020519195,105.32702393597263
19.59828624191452,183.4925027076917
4.522728891053807,11.825878844521398
32.53303307632643,138.90369716097274
38.8677289689482,237.91147309578596
27.134903177389592,157.4503267805126
82.87375091519293,315.8191848544064
35.67533266935893,133.15524679390364
28.093450968738075,247.1142262645408
54.26960831582485,285.20606620293853
14.092422497476264,126.88153768880665
80.21969807540397,283.71185380851574
7.455064367977082,161.4744019089344
98.68869366005173,429.2025164528759
77.22447692966574,332.74243550329214
19.87156815341724,240.0368790602031
0.5522117123602399,63.0060560712129
81.54614284548342,269.77472702015564
70.68573438476172,227.24838123829858
72.90071680409874,300.6312659492172
77.12703466859458,300.12358115012773
7.4044651734090365,112.18922883625387
35.84657285442726,223.285677862868
11.586905952512971,180.23835817979636
86.31034258755935,252.3005955704829
62.329812682755794,230.98748060736594
33.08980248526492,216.84662149517928
6.355835028602364,96.42929621905446
31.09823217156622,144.53617667148936
32.518332202674706,223.67213116230218
72.96061783380641,228.75182964363648
63.75574713552131,246.8421248414599
88.72127425763266,335.4764367864605
47.22149251619493,194.17992505233212
11.959424593830171,162.481791750269
71.3244787222995,254.64304178013364
76.07850486168974,348.8019466810317
56.127719756949624,235.08761839140809
77.0967179954561,320.6700226236153
49.379559636439076,254.48726299375608
52.27328293819941,204.57437412269394
42.75410183585496,121.44984395495561
2.541912674409519,121.3640429147878
10.789142699330444,129.98041704851806
3.142918568673425,130.98246611826997
63.64104112637804,249.67791598966315
31.435598107632668,160.681029317393
50.85706911647028,310.7052929379766
90.7566473926093,265.6342540604358
24.929222914887493,192.85910367408874
41.038292303562976,178.68939169012612
75.55511385430486,274.9176984388128
22.879816549162246,144.0064621525375
7.697990982879299,85.81805426808441
28.9751452913768,196.2036750853294
16.122128725400444,198.1631182252879
92.96976523425731,351.9793549861893
80.8120379564417,306.3313080178202
63.34037565104234,217.3100327908256
87.14605901877177,339.3676885988746
80.36720768991145,390.6330535790696
18.657005888603585,130.80369584459032
89.25589984899777,307.4969339854259
53.93422419156507,211.49141910170454
